"SourceTextTitle","SourceTextCode","CharacterName","AKA","Race","Gender","Class","Rank","Vitality","Family","Occupation","SpecificJob","Home","DateOfBirth","FirstAppearence","Biography","CauseOfDeath","col","dob_span","glue","hover","lab","location","mark","Narrator","none","Origin","OtherTexts","OtherTextsTEMP","Real","wid","x","y","Sort Name","Nid","IndividualGroup","Disability","Ethnicity","Ontological Status","ChangesClass","CharacterKey","CharacterKeyID","Parent","financial_status","social_status","family_new","date_of_death"
"Sanctuary","SY","Unnamed Alabama Policeman","","White","Male","Lower Class","Minor","Alive","","Administrative","Policeman","","","Town where Popeye is Executed","<p>One of the three people who testify against Popeye at his trial for a murder he did not commit is ""a fellow policeman"" of the murdered officer (311).  We learn nothing about his testimony, or whether he is sincerely mistaken.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Alabama Policeman","3866","Individual","","","","0","Unnamed Alabama Policeman","20732","","","","",""
"Sanctuary","SY","Unnamed Cigar Seller","","White","Male","Lower Class","Minor","Alive","","Sales and Service","Store Clerk","","","Town where Popeye is Executed","<p>One of the three people who testify against Popeye at his trial for a murder he did not commit is ""a cigar-clerk"" (311).  We learn nothing about his testimony, or whether he is sincerely mistaken.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Cigar Seller","3867","Individual","","","","0","Unnamed Cigar Seller 2","21847","","","","",""
"Sanctuary","SY","Unnamed Telephone Operator(2)","","White","Female","Lower Class","Minor","Alive","","Sales and Service","Telephone Operator","","","Town where Popeye is Executed","<p>One of the three people who testify against Popeye at his trial for a murder he did not commit is ""a telephone girl"" (311).  We learn nothing about her testimony, or whether she is sincerely mistaken.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Telephone Operator(2)","3868","Individual","","","","0","Unnamed Telephone Operator 2","21940","","","","",""
"Sanctuary","SY","Unnamed Alabama District Attorney","","White","Male","Middle Class","Minor","Alive","","Administrative","District Attorney","","","Town where Popeye is Executed","<p>The District Attorney who tries Popeye believes the conviction was ""too easy,"" and assumes Popeye will mount an appeal (312).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Alabama District Attorney","3869","Individual","","","","0","Unnamed Alabama District Attorney","21823","","","","",""
"Sanctuary","SY","Unnamed Alabama Jurors","","White","Male","MultiClass Group","Minor","Alive","","","","","","Town where Popeye is Executed","<p>Before finding Popeye guilty the faceless jury in Alabama that hears the case against him deliberates for ""eight minutes"" (312) - the same amount of time it took the jury in Jefferson to decide Lee was guilty too, similarly for a crime he did not commit.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Alabama Jurors","3870","Individual","","","","0","Unnamed Alabama Jurors","21825","","","","",""
"Sanctuary","SY","Unnamed Alabama Minister","","White","Male","Middle Class","Minor","Alive","","Professional","Minister","","","Town where Popeye is Executed","<p>In the hours before Popeye's execution, this minister prays for him several times, and repeatedly tries without success to get Popeye to pray for himself.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Alabama Minister","3871","Individual","","","","0","Unnamed Alabama Minister","21826","","","","",""
"Sanctuary","SY","Unnamed Alabama Sheriff","","White","Male","Lower Class","Minor","Alive","","Administrative","Sheriff","","","Town where Popeye is Executed","<p>It is this sheriff who, with a sarcastic comment, ""springs the trap"" when Popeye is executed by hanging (316).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Alabama Sheriff","3872","Individual","","","","0","Unnamed Alabama Sheriff","21828","","","","",""
"Sanctuary","SY","Unnamed Parisian Men","","White","Male","Indeterminable","Minor","Alive","","","","","","Paris, France","<p>The novel's final scene ""in the Luxembourg Gardens"" in Paris includes a brief reference to ""men playing croquet . . . in coats and capes"" (316).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Parisian Men","3873","Group","","","","0","Unnamed Parisian Men","21920","","","","",""
"Sanctuary","SY","Unnamed Parisian Women","","White","Female","Indeterminable","Minor","Alive","","","","","","Paris, France","<p>The novel's final scene ""in the Luxembourg Gardens"" in Paris includes a brief reference to ""women [who] sit knitting in shawls"" (316).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Parisian Women","3874","Group","","","","0","Unnamed Parisian Women","21921","","","","",""
"Sanctuary","SY","Unnamed Parisian Children","","White","Multi Gender Group","Indeterminable","Minor","Alive","","","","","","Paris, France","<p>The novel's final scene ""in the Luxembourg Gardens"" in Paris includes a brief reference to children ""shouting"" and ""sailing toy boats"" (316).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Parisian Children","3875","Group","","","","0","Unnamed Parisian Children","21919","","","","",""
"Sanctuary","SY","Unnamed Old Man in Paris","","White","Male","Lower Class","Minor","Alive","","","","","","Paris, France","<p>The novel's final scene ""in the Luxembourg Gardens"" in Paris includes a brief reference to ""an old man in a shabby brown overcoat"" sailing a toy boat beside the children (316).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Old Man in Paris","3876","Individual","","","","0","Unnamed Old Man 2","21398","","","","",""
"Sanctuary","SY","Unnamed Old Woman in Paris","","White","Female","Lower Class","Minor","Alive","","Sales and Service","","","","Paris, France","<p>When Temple and her father sit down ""in the Luxembourg Gardens"" in Paris, this is the ""old woman"" who comes to them ""with decrepit promptitude"" to collect the money - four sous - for the seats (316).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Old Woman in Paris","3877","Individual","","","","0","Unnamed Old Woman in Paris","21914","","","","",""
"Sanctuary","SY","Unnamed Parisian Band","","White","Male","Lower Class","Minor","Alive","","Other","Musicians","","","Paris, France","<p>The musicians that Temple and her father listen to in the Luxembourg Gardens are dressed ""in the horizon blue of the army"" - suggesting they may be a military band, but that is not stated - and play Massenet, Scriabin and Berlioz (316).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Parisian Band","3878","Group","","","","0","Unnamed Parisian Band","21917","","","","",""
"Sanctuary","SY","Unnamed Committee of Baptists","","White","Multi Gender Group","Lower Class","Minor","Alive","","","","","","Jefferson Hotel","<p>We don't see the ""committee"" of Jefferson Baptists who protest against allowing a woman like Ruby to stay in the town's hotel.  The proprietor of the hotel refers to ""these church ladies,"" but it's not clear whether they were the committee - or the group that sent the committee.  In either case, the proprietor tells Horace that ""once [them ladies] get set on a thing,"" a man ""might just as well give up and do like they say"" (180).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Committee of Baptists","3879","Group","","","","0","Unnamed Committee of Baptists","21854","","","","",""
"Light in August","LA","Joe Christmas","","Indeterminable","Male","Lower Class","Major","Born-and-Dies","","","Mill Worker, Bootlegger","Cabin at Burden Place","September 1st, 1895 to September 30th, 1895","Jefferson Planing Mill","<p>Joe Christmas' story is the most developed of the novel's various narrative lines, though at its center is the unresolvable question of his racial identity.  The novel refers to his skin more than once as ""parchmentcolored"" (120), but race in the world of the novel is defined by the (hypothetical) color of one's ""blood,"" as black or white.  Joe is not definitively one or the other.  He is the illegitimate son of Milly Hines and a circus worker of uncertain lineage, left at Christmas time anonymously at an orphanage in Memphis by his grandfather, Doc Hines. When his racial identity comes into question, he is placed in the home of Simon McEachern. Later he apparently kills McEachern and moves around the country on ""the street which was to run for fifteen years"" (223). Many of his most violent experiences are grounded in his unsubstantiated belief that he has ""some nigger blood"" (196) and in pathological ambivalence toward women that dates from a traumatic moment in the orphanage when he was ""five"" (120).  Arriving in Jefferson at age thirty-three, he enters into a complex intimate relationship with Joanna Burden, which after three years deteriorates suddenly and ends violently, making him a fugitive - and ultimately a the victim of a lynching.  Throughout he carries a heavy thematic 'burden' himself, as an ambiguous Christ-figure, a study in alienation, and a way for Faulkner to open up the issue of race.</p><br />","Murder","","","","","","","","","","Arkansas","","","","","","","Christmas, Joe","3890","Individual","","","","0","Joe Christmas","22155","Milly Hines;Unnamed Father of Joe Christmas","laborer (works for wages)","","",""
"Light in August","LA","Mooney","","White","Male","Lower Class","Minor","Alive","","Production","Planing Mill Foreman","","","Jefferson Planing Mill","<p>Mooney is the foreman at the planing mill where, for varying lengths of time, Bryon Bunch, Joe Christmas and 'Joe Brown' (i.e. Lucas Burch) all work.</p><br />","","","","","","","","","","","","","","","","","","Mooney","3898","Individual","","","","0","Mooney","22179","","","","",""
"Light in August","LA","Simms","","White","Male","Middle Class","Minor","Alive","","Production","Planing Mill Superintendent","","","Jefferson Planing Mill","<p>He may be the owner of Jefferson's planing mill; he is definitely the man in charge of it.  He hires Christmas and Brown (aka Burch) at the planing mill.</p><br />","","","","","","","","","","","","","","","","","","Simms","3900","Individual","","","","0","Simms","22184","","","","",""
"Light in August","LA","Joanna Burden","","White","Female","Middle Class","Major","Dies","","Other","","Burden Place","January 1st, 1888 to December 31st, 1888","Jefferson Courthouse and Square","<p>Joanna Burden is a middle-aged spinster who has lived in the “old colonial plantation house” (36) outside Jefferson since she was born, yet “she is still a stranger, a foreigner whose people moved in from the North during Reconstruction” (46). Byron Bunch tells Lena Grove that Joanna is ""a Yankee"" (53).  Nurturing and helpful to local Negroes, and a contributor to and supporter of many Negro schools and colleges across the South, she is regarded by the townspeople as a “Yankee, a lover of Negroes.” She is forty-something when she begins her complex and ultimately fatal relationship with Joe Christmas.   Her death at his hands transforms her standing with the white townspeople.</p><br />","Murder","","","","","","","","","","Yoknapatawpha","The Mansion","","","","","","Burden, Joanna","3901","Individual","","","","0","Joanna Burden","20313","Nathaniel Burden;Mother of Joanna Burden","","","",""
"Light in August","LA","Unnamed Jefferson Townspeople","The Town","White","Multi Gender Group","MultiClass Group","Secondary","Alive","","","","","","Jefferson Courthouse and Square","<p>The (white) people of Jefferson as a group play a number of roles in <em>Light in August</em>, from watching the stories of Joe and Joanna and Hightower unfold to helping to tell them.  This ""Unnamed Townspeople"" entry represents that group, often referred to by the narrative as ""the town.""  As a kind of character, this group can be seen on Sunday mornings walking decorously to church ""beneath parasols, carrying bibles and prayerbooks"" (297), but we also see them telling Byron the sordid story of Hightower's marriage, and flocking to the jail or the courthouse to witness Christmas' arrest or trial.  From their ""ancestors"" the current people of ""the town"" seem to have inherited strong critical opinions about strangers, outsiders, or any resident of Jefferson suspected of unconventional behavior. When Faulkner refers to the town, he sometimes intends for us to understand that the whole of white Jefferson shares a common opinion and judgment on a particular matter (e.g., shunning Joanna Burden because of her racial attitudes, family history, and present behavior). At other times, he divides the Jefferson townsfolk by class, gender, age, or profession (e.g., according to whether they know that Christmas and Brown sell bootleg whisky). At still other times, he shows segments of the town or the townspeople to be in disagreement (e.g., according to whether they wish to protect or prosecute the men who beat up Hightower). Faulkner does not present the opinion or judgment of black Jefferson under the name of townspeople; he almost invariably presents this material through individual characters, such as the boy that first directs Christmas to the Burden Place (227).</p><br />","","","","","","","","","First Person","","","","","","","","","Unnamed Jefferson Townspeople","3903","Group","","","","0","Unnamed Jefferson Townspeople 8","20614","","","","",""
"Light in August","LA","Unnamed Negro Neighbors of Joanna Burden","","Black","Multi Gender Group","Free Black","Minor","Alive","","","","","","Jefferson Courthouse and Square","<p>Although the white people of Jefferson shun Joanna Burden, the people of the local black community have close ties with her, as indicated by the footpaths which ""radiate from her house like wheelspokes"" (257).  She ""visits them when they are sick,"" Byron tells Lena, ""like they was white"" (53).  And living at the Burden place Joe notes ""the negro women who came to the house from both directions up and down the road,"" ""usually singly though sometimes in twos and threes,"" and wearing the ""aprons and headrags"" that are the costume of their caste (257).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Neighbors of Joanna Burden","3904","Group","","","","0","Unnamed Negro Neighbors of Joanna Burden","22263","","","","",""
"Light in August","LA","Reverend Gail Hightower","","White","Male","Middle Class","Major","Alive","","Professional","(Defrocked) Presbyterian minister","Hightower House","January 1st, 1882 to December 31st, 1882","Jefferson Planing Mill","<p>Reverend Gail Hightower's story is one of the three principal plot lines in <em>Light in August</em>.  After seminary, he worked hard to secure the position of minister to the Presbyterian church in Jefferson, the site where his grandfather had died in a Civil War raid twenty years before his own birth.  His obsession with that grandfather results in his loss of his wife, his pulpit and his vocation.  For most of the twenty-five years he has lived in Jefferson, he has been treated as a pariah: the narrative describes him as a ""fifty-year-old outcast"" (49), ""tall, with thin . . . legs and spare, gaunt arms"" but also a ""flabby and obese stomach"" (308).  His only human contact is with Bryon Bunch, through whom he unwillingly becomes a character in the stories of Lena Grove and Joe Christmas.</p><br />","","","","","","","","","","","","","","","","","","Hightower, Reverend Gail","3905","Individual","","","","0","Reverend Gail Hightower","22173","Hightower, Mother of Gail;Hightower, Father of Gail","","","",""
"The Sound and the Fury","SF","Sydney Herbert Head","","White","Male","Upper Class","Secondary","Alive","Compson","Administrative","Banker","Indiana","","Jefferson Railroad Station","<p>Herbert is from South Bend, Indiana.  He meets Caddy Compson when Mrs. Compson takes her to the fashionable resort of French Lick specifically to find a husband for her.  In April 1910 he and Caddy are married.  Mrs. Compson calls Herbert ""My Harvard boy"" (93).  Herbert flirts with her, promises Jason a job in the family bank, and tries to bribe Quentin to keep him from telling Caddy about his expulsion from Harvard for cheating.  Quentin describes him with the adjectives ""hearty"" and ""celluloid,"" and notes a ""face full of teeth white but not smiling"" (93).  Quentin calls him ""that blackguard"" (111); he tries to stop the marriage and fantasizes about ""shooting"" Herbert (211-12).  The marriage does not last a year.   Herbert disowns her when he discovers Caddy was already pregnant with someone else's child at the time of their wedding.</p><br />","","","","","","","","","","","Indiana","","","","","","","Head, Sydney Herbert","3906","Individual","","","","0","Herbert Head","19089","","controls substantial wealth","has influential social contacts (family, business, political)","CompsonsInSF",""
"The Sound and the Fury","SF","Shreve MacKenzie","Shrevlin McCannon","White","Male","Middle Class","Secondary","Alive","","","","","January 1st, 1889 to December 31st, 1891","Cambridge Inset: Harvard University","<p>Shreve MacKenzie is Quentin Compson's Harvard University roommate. He is Canadian, and Quentin thinks other students speculate that the two have a homosexual relationship.  There is no clear evidence of that in the text, but he is very concerned about Quentin's well-being, for example offering to return to the campus with Quentin after the fight with Gerald Bland.  He does not, however, suspect that Quentin is planning to commit suicide.  As Quentin's roommate he is a major character in the later novel <em>Absalom, Absalom!</em> (1936).</p><br />","","","","","","","","","","","Canada","Absalom, Absalom!","","","","","","MacKenzie, Shreve","3907","Individual","","","","0","Shreve MacKenzie|McCannon","23478","","","","",""
"The Sound and the Fury","SF","Spoade","","White","Male","Upper Class","Secondary","Alive","","","","South Carolina","","Cambridge Inset: Harvard University","<p>Spoade is a senior at Harvard University from South Carolina.  He jokingly calls Shreve Quentin's ""husband"" (78).   According to Quentin, Spoade has ""five names, including that of a present English ducal house"" (91-92), but never thinks of him except as ""Spoade.""  He lives up to the image of a southern aristocrat in a number of ways besides his name, including the fact that he goes to chapel every day in dishabille.  Quentin can tell it's nearly noon when he sees that Spoade has put his shirt on (95).</p><br />","","","","","","","","","","","","","","","","","","Spoade","3911","Individual","","","","0","Spoade I","21683","","","","",""
"The Sound and the Fury","SF","Unnamed Hardware Store Clerk","","White","Male","Lower Class","Minor","Alive","","Sales and Service","Clerk","","","Cambridge Inset: Hardware Store","<p>This ""clerk"" in the Boston hardware store sells Quentin two six-pound flat-irons (85).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Hardware Store Clerk","3915","Individual","","","","0","Unnamed Hardware Store Clerk","21707","","","","",""
"The Sound and the Fury","SF","Unnamed Jeweler","","White","Male","Middle Class","Minor","Alive","","Sales and Service","Jeweler","","","Cambridge Inset: Jeweler","<p>The jeweler to whom Quentin shows his broken watch appears only briefly, but is described in a few vivid details.  He is ""going bald,"" his hair is ""parted in the center,"" and ""the part runs up into the bald spot, like a drained marsh in December"" (83, 85).  The jeweler's loupe he wears while working ""left a red circle around his eye"" (84).  He seems familiar with the customs of Harvard students; Quentin's behavior makes him think he has been drinking, perhaps to celebrate the crew meet in New London.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Jeweler","3916","Individual","","","","0","Unnamed Jeweler 1","21723","","","","",""
"The Sound and the Fury","SF","Jason Compson","Jason Lycurgus Compson IV","White","Male","Upper Class","Major","Alive","Compson","Sales and Service","Store Clerk","Compson Place","January 1st, 1894 to December 31st, 1894","Compson Inset: House","<p>This Jason is the third child born to Jason and Caroline Compson. He is the last Compson male in Jefferson capable of having children, and he is in some kind of sexual relationship with a woman in Memphis named Lorraine, but he remains childless. He sees himself as an innocent victim of other people, and casts himself in the role of the guardian of his family's honor and his mother's good name from various antagonistic forces, especially his sister and niece.  The tone of his narrative is bitter, restless, angry and even funny, though there is a good deal of sadism in his sense of humor.  His actions in the section illustrate his greed, hypocrisy and self-deceptions, as well as his cruelty to others, especially Caddy and her daughter. He enforces his sister Caddy's exile from the family, uses his niece Quentin's illegitimate status to blackmail Caddy, and he steals the money she sends to Miss Quentin.</p><br />","","","","","","","","","Stream of Consciousness","","","""A Justice"", ""Appendix: Compson"", ""That Evening Sun"", The Mansion, The Town","","","","","","Compson, Jason","3917","Individual","","","","0","Jason Compson IV","18889","Mr. Jason Compson;Mrs. Caroline Compson","poor (controls limited wealth)","","CompsonsInSF",""
"The Sound and the Fury","SF","Unnamed Cigar Seller","","White","Female","Lower Class","Minor","Alive","","Sales and Service","Sales Girl","","","Cambridge Inset: Parker's Restaurant","<p>Referred to simply as ""the girl"" (83), this employee at Parker's Restaurant recommends the fifty-cent cigar to Quentin as the best - he buys one, lights it, and then quickly gives it away.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Cigar Seller","3918","Individual","","","","0","Unnamed Cigar Seller 1","21694","","","","",""
"The Sound and the Fury","SF","Louis Hatcher","Uncle Louis;Unc' Louis","Black","Male","Free Black","Minor","Alive","","Domestic Service","","","","Woods where Quentin and Versh Hunt","<p>Louis Hatcher is an elderly black man who goes possum hunting with Quentin and Versh on a windless October night.  Thinking of him, Quentin notes that he ""never even used his [hunting] horn carrying it"" (114).  He does use the lantern he carries, but the last time he cleaned it, he tells Quentin, was during the 1889 flood in Johnstown, Pennsylvania; he and his wife Martha were afraid the flood waters would reach Yoknapatawpha.  It is possible but unlikely that he is the ""Louis"" who teaches Caddy how to drive a car (93).</p><br />","","","","","","","","","","","","","","","","","","Hatcher, Louis","3919","Individual","","","","0","Louis Hatcher","21663","","poor (controls limited wealth)","","",""
"The Sound and the Fury","SF","Unnamed Negro Bootblacks in Boston","","Black","Male","Free Black","Minor","Alive","","Sales and Service","Bootblacks","","","Cambridge Inset: Jeweler","<p>After leaving Parker's, Quentin notes that ""two bootblacks caught me, one on either side, shrill and raucous, like blackbirds. I gave the cigar to one of them, and the other one a nickel"" (83). Though the text does not make their race explicit, the ""blackbird"" image suggests that these two individuals are African American.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Bootblacks in Boston","3937","Group","","","","0","Unnamed Negro Bootblacks in Boston","21765","","","","",""
"The Sound and the Fury","SF","Deacon","","Black","Male","Free Black","Secondary","Alive","","","","","","Cambridge Inset: Post Office","<p>Deacon is a fixture among the students at Harvard in 1910, especially the ones who come from the south.  Black and, according to Quentin, a ""natural psychologist"" (97), he meets these southerners when they first arrive in Cambridge, ""in a sort of Uncle Tom's cabin outfit, patches and all"" (97) and proceeds to manipulate their prejudices to his own benefit.  He tells Quentin that ""you and me's the same folks, come long and short,"" and that Southerners are ""fine folks. But you can't live with them"" (99).  He seems very much at home in the urban world of Boston.  Quentin remembers seeing him marching in two parades, and Deacon tells him, now that he has ""turned Democrat,"" the future looks even brighter: ""Wait till next year. . . . Then see where I'm marching"" (99).  As part of his preparation for killing himself, Quentin gives Deacon a letter bequeathing him his second best suit of clothes.</p><br />","","","","","","","","","","","","","","","","","","Deacon","3940","Individual","","","","0","Deacon","21661","","","","",""
"The Sound and the Fury","SF","Roskus Gibson","","Black","Male","Free Black","Secondary","Dies","Gibson","Domestic Service","Carriage Driver","Compson Place: Dilsey's Cabin","","Compson Inset: House","<p>Roskus is husband to Dilsey and father to Versh, T.P., and Frony. He drives for the Compsons while also caring for the farm animals, although over the years his rheumatism makes that increasingly hard.  He is slightly less loyal than his wife to the white family he works for, complaining that there ""aint no luck on this place"" (29). Dilsey reproaches him for giving their son Versh ""them Memphis notions"" - that is, presumably, encouraging Versh to leave Yoknapatawpha (31).  Roskus' death is recorded among the jumbled memories that recur in Benjy's consciousness, but the date of it is uncertain.  Benjy remembers when ""Dilsey moaned"" in her grief and Luster said he saw Roskus' ghost, ""waving his arms in the barn"" (33).</p><br />","Old Age","","","","","","","","","","","""A Justice""","","","","","","Gibson, Roskus","3944","Individual","mobility impaired","","","0","Roskus Gibson","18899","","","","GibsonsInSF",""
"The Sound and the Fury","SF","Caddy Compson","Candace Compson","White","Female","Upper Class","Major","Alive-ghost","Compson","","","Compson Place","January 1st, 1892 to December 31st, 1892","Compson Inset: House","<p>Candace Compson is the second child and only daughter of Jason and Caroline Compson.  Faulkner often referred to her character as his ""heart's darling.""  Attractive, caring, active, in some respects braver and even more conventionally masculine than any of her brothers, she is nonetheless trapped inside a complex set of circumstances: her dysfunctional and very needy family, Southern codes of female respectability, and her own biology.  During her adolescence she seems to turn to sex as a kind of refuge from these sources of frustration, but that results in her pregnancy, a desperate and failed marriage, an illegitimate daughter whom she knows she cannot take care of, and her mother's refusal to allow her back in the family home.  After her wedding in April, 1910, she returns to Jefferson only rarely and briefly, but she is a constant and haunting presence in her brothers' minds.  In a sense, her absence is the center of the novel.</p><br />","","","","","","","","","","","","""A Justice"", ""Appendix: Compson"", ""That Evening Sun"", The Mansion","","","","","","Compson, Caddy","3945","Individual","","","","0","Candace Compson","18888","Mr. Jason Compson;Mrs. Caroline Compson","","","CompsonsInSF",""
"The Sound and the Fury","SF","Mrs. Patterson","","White","Female","Middle Class","Minor","Alive","","","","Compson Inset: Patterson's House","","Compson Inset: Hole in Fence","<p>The Pattersons live next door to the Compsons.  Maury Bascomb had an affair with Mrs. Patterson when the Compson children were young.  At least once Caddy takes her a letter from ""Uncle Maury,"" and sometime later Benjy tries to deliver another.  On that occasion we hear her call Benjy ""you idiot"" as she tries to grab the letter before her husband can reach him (13).</p><br />","","","","","","","","","","","","","","","","","","Patterson, Mrs.","3946","Individual","","","","0","Mrs. Patterson","21679","","","","",""
"The Sound and the Fury","SF","Mr. Patterson","","White","Male","Middle Class","Minor","Alive","","","","Compson Inset: Patterson's House","","Compson Inset: Hole in Fence","<p>The Pattersons live next door to the Compsons.  Mr. Patterson beats up Maury Bascomb when he learns that his wife is having an affair with him.</p><br />","","","","","","","","","","","","","","","","","","Patterson, Mr.","3948","Individual","","","","0","Mr. Patterson","21678","","","","",""
"The Sound and the Fury","SF","Martha Hatcher","","Black","Female","Free Black","Minor","Alive","","","","","","Woods where Quentin and Versh Hunt","<p>Martha is the wife of Louis Hatcher.  According to her husband, she was afraid the Johnstown flood in Pennsylvania could reach Mississippi.</p><br />","","","","","","","","","","","","","","","","","","Hatcher, Martha","3955","Individual","","","","0","Martha Hatcher","21664","","","","",""
"The Sound and the Fury","SF","Unnamed Negro Children","","Black","Multi Gender Group","Free Black","Minor","Alive","","","","","","Compson Place: The Branch","<p>While their mothers are washing clothes in the branch, these ""chillen,"" as Luster calls them, are playing in it (14).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Children","3964","Group","","","","0","Unnamed Negro Children 1","21034","","","","",""
"The Sound and the Fury","SF","Unnamed Caddie","","White","Male","Lower Class","Peripheral","Alive","","Sales and Service","Golf Caddie","","","Compson Inset: Pasture|Golf Course","<p>The invisible ""caddie"" who is called by the golfers while Luster looks for the quarter never explicitly appears.  In a sense he exists in Benjy's section in name only, whenever the golfers on the course beside the Compson yard call ""caddie"" (3).  The fact that whenever this name is called Benjy instead hears ""Caddy"" makes this and the book's other ""caddies"" major characters in his mind.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Caddie","3969","Individual","","","","0","Unnamed Caddie","21687","","","","",""
"The Sound and the Fury","SF","Unnamed Immigrant Woman","","White","Female","Lower Class","Minor","Alive","","","","","","Cambridge Inset: Italian Neighborhood","<p>This unnamed Italian immigrant does not speak English.  When Quentin knocks at her door hoping to find the home of the little girl who has been accompanying him since he left the bakery, the woman seems to understand his question, but her answer is undecipherable: ""'Si, si,' she said, holding back, showing me whatever it was"" (132).</p><br />","","","","","","","","","","","Italy","","","","","","","Unnamed Immigrant Woman","3971","Individual","","Italian","","0","Unnamed Immigrant Woman","21716","","","","",""
"The Sound and the Fury","SF","Kenny","","White","Male","Lower Class","Minor","Alive","","","","","","Cambridge Inset: Bridge","<p>One of the ""three boys with fishing poles"" Quentin first encounters on the bridge where he hides the flat irons (117) is named Kenny (122).  This may be the one that the narrative consistently refers to as ""the first boy"" (122).  He wears a ""broken hat"" (123) and seems to hold himself a bit apart from the other two boys.  Quentin tries talking with him after they leave him, but ""he paid me no attention"" (123).  He seems to have rejoined his friends by the time Quentin sees them again, swimming in the river.  He is also probably one of the three boys who are present when Quentin is arrested by Anse and brought before the Squire.</p><br />","","","","","","","","","","","","","","","","","","Kenny","3973","Individual","","","","0","Kenny","21669","","","","",""
"The Sound and the Fury","SF","Julio","","White","Male","Lower Class","Secondary","Alive","","","","","","Cambridge Inset: Swimming Hole","<p>Julio is the older brother of the unnamed Italian girl whom Quentin tries to escort safely home from the bakery.  Julio attacks Quentin, thinking that Quentin has tried to kidnap his sister, or as Julio himself puts it: ""I killa heem . . . [he] steala my seester"" (139).  At the Squire's office Julio wants to press kidnapping charges, but instead accepts money from Quentin as compensation for the time he lost at work while chasing after him.</p><br />","","","","","","","","","","","Italy","","","","","","","Julio","3974","Individual","","Italian","","0","Julio","21667","","poor (controls limited wealth)","","",""
"The Sound and the Fury","SF","Miss Holmes","","White","Female","Middle Class","Minor","Alive","","","","","","Cambridge Inset: Town Center","<p>A minor character who is one of two young women on a pleasure outing with Mrs. Bland, Gerald, Spoade and Shreve when Quentin is arrested for kidnapping the unnamed Italian girl.  Quentin notes that she and Miss Daingerfield, the other young woman,  have ""little white noses"" (145) and look at him ""through veils, with a kind of delicate horror"" (141).</p><br />","","","","","","","","","","","United States","","","","","","","Holmes, Miss","3975","Individual","","","","0","Miss Holmes","21665","","","has influential social contacts (family, business, political)","",""
"The Sound and the Fury","SF","Miss Daingerfield","","White","Female","Middle Class","Minor","Alive","","","","","","Cambridge Inset: Town Center","<p>A minor character who is one of two young women on a pleasure outing with Mrs. Bland, Gerald, Spoade and Shreve when Quentin is arrested for kidnapping the unnamed Italian girl.  Quentin notes that she and Miss Holmes, the other young woman,  have ""little white noses"" (145) and look at him ""through veils, with a kind of delicate horror"" (141).</p><br />","","","","","","","","","","","","","","","","","","Daingerfield, Miss","3976","Individual","","","","0","Miss Daingerfield","21660","","","has influential social contacts (family, business, political)","",""
"The Sound and the Fury","SF","Squire","","White","Male","Lower Class","Minor","Alive","","Administrative","Magistrate","","","Cambridge Inset: Town Center","<p>The man referred to as ""Squire"" (139) who hears the complaint against Quentin involving Julio's sister is a local justice or magistrate.  His courtroom is ""a bare room smelling of stale tobacco"" and ""a scarred littered table,"" the book in which he enters Quentin's name is a ""huge dusty"" one, and he himself has ""a fierce roach of iron gray hair"" and wears ""steel spectacles"" (142).  He fines Quentin but releases him without a formal charge.</p><br />","","","","","","","","","","","","","","","","","","Squire","3977","Individual","","","","0","Squire","21684","","","has influential social contacts (family, business, political)","",""
"The Sound and the Fury","SF","Unnamed White Boy","","White","Male","Lower Class","Minor","Alive","","","","","January 1st, 1894 to December 31st, 1896","Cambridge Inset: Post Office","<p>In keeping with the pattern of inversion that is associated with Deacon, the boy who carries suitcases as part of Deacon's ritual way of greeting new Harvard students from the South is white.  When Quentin remembers being met this way, he describes ""a moving mountain of luggage"" that was being carried by ""a white boy of about fifteen"" (97).</p><br />","","","","","","","","","","","","","","","","","","Unnamed White Boy","3991","Individual","","","","0","Unnamed White Boy 1","20709","","","","",""
