"nid","family_name","family_key","text","sort_name","display_name","note","tree"
"19684","<a href=""/content/ikkemotubbesingdm"">IkkemotubbesInGDM</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>Most readers probably know the Ikkemotubbe|Issetibbeha family best from the way their story is linked to the McCaslin-Edmonds-Beauchamp story in this 1942 novel.  They are linked through what could be considered a third, non-biological but recognizably familial relationship between Sam Fathers and Ike McCaslin, who commune across racial, cultural and generational lines that seem almost to disappear in the wilderness.  The novel's treatment of Sam's Indian family as a family is much less resonant.  It adds a new and potentially moving note of pathos to the story Faulkner has so often told before about Ikkemotubbe's rise to power when it provides his cousin, Moketubbe, with an eight-year-old son who is almost certainly killed by Ikkemotubbe; there is no mention of a parent's grief or any other human feeling, however, in its brief report of either the event or Moketubbe's subsequent ""abdication"" (158).  And a new inconsistency appears in the family's genealogy: when the Chickasaw chief Issetibbeha is first mentioned, in ""The Old People"" chapter, he is identified by the narrator as the ""uncle"" of Ikkemotubbe (157), but when talking with his cousin in ""The Bear"" chapter, Ike refers to ""Ikkemotubbe's father old Issetibbeha"" (245).  There is no textual reason to attribute the lapse to Ike rather than Faulkner.  (Our graph represents him as an uncle, the place he occupies in all but one of the other texts.)  Yet the novel's description of Sam's enslaved mother not as a ""Negro"" but as a ""quadroon"" (157) - that is, someone with three white and one black grandparents - connects the story of Sam's family in new ways to the recurring wrongs of Southern history, and makes his own body the tragic scene of the conflict that remains unresolved whether he lives as a ""Negro"" in society or an ""Indian"" in the woods.  Ike tells his cousin that ""Sam Fathers set me free"" (285), but Sam himself has no similar opportunity to renounce his lost patrimony - or his inheritance from his mother.</p>
","Ikkemotubbe Family in Go Down, Moses","Go Down, Moses","",""
"19687","<a href=""/content/ikkemotubbesinid"">IkkemotubbesInID</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>The Stevens and the McCaslin-Beauchamp families are at the center of this novel, but it also contains a single reference to ""the Negro Sam Fathers whose father had been a Chickasaw chief"" (91). Sam's father is not given a name, but there is no reason not to identify him as Ikkemotubbe.</p>
","Ikkemotubbe Family in Intruder in the Dust","Intruder in the Dust","",""
"19678","<a href=""/content/ikkemotubbesinj"">IkkemotubbesInJ</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>Faulkner's second Indian story is set earlier than the main action of ""Red Leaves.""  It takes on the question of miscegenation more directly, but outside the context of the Ikkemotubbe|Issetibbeha family - except to the extent that it falls to Ikkemotubbe (as Doom is called once in the story, 346) to oversee one of his slave's quests for justice.  It goes deeper into Doom's own story, but its representation of his family is less developed.  Doom's mother is mentioned merely to establish his relationship to the family's male line.  Doom's ""mother's brother"" is simply called ""the Man"" (146); as in the earlier story, he is anxious about his nephew's ambition and ""not very glad"" to see him return to the tribe after a seven years' absence - for good reason: a day later both he and his unnamed son are dead (349).  Doom is given another uncle here who does not appear in any other story, but his hasty abdication in the face of Doom's ruthless determination does not appreciably thicken the tale's representation of <em>family</em>.</p>
","Ikkemotubbe Family in A Justice","""A Justice""","",""
"19679","<a href=""/content/ikkemotubbesinlio"">IkkemotubbesInLIO</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>This is the first time Faulkner identifies the Indians as Chickasaws, but they appear only in passing and in the context of the party of men who hunt in the wilderness that the tribe's chief ""once owned"" (184).  His niece is the grandmother of Boon Hogganbeck, one of the hunters, who is at least one-quarter Indian (some say ""half,"" 184), and by his grandmother part of the chief's family.  This is Boon's only appearance on the family tree; elsewhere it is made explicit that his blood is ""not a chief's blood"" (203).</p>
","Ikkemotubbe Family in Lion","""Lion""","",""
"19691","<a href=""/content/ikkemotubbesinm"">IkkemotubbesInM</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>Mahataha (as Faulkner spells ""Mohataha"" here) is the only member of the Ikkemotubbe|Issetibbeha family mentioned in this novel, where she displaces her son in the story of the Compson family.  In his ""Appendix"" to <em>The Sound and the Fury</em> (1946), Faulkner identifies Ikkemotubbe as the ""American king"" who granted the Compson patent; in <em>The Mansion</em>, however, it is Mahataha who grants the property ""to Quentin Compson in 1821"" (367).</p>
","Ikkemotubbe Family in The Mansion","The Mansion","",""
"19688","<a href=""/content/ikkemotubbesinnc"">IkkemotubbesInNC</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>The Chickasaw tribe is still living in Yoknapatawpha at the time this story takes place.  Their chief when the first white pioneers arrive is ""old Issetibbeha, the Chickasaw King"" (200); Issetibbeha becomes a ""friend"" of one of them, Doctor Habersham (202). By the time the main events of the story take place, Issetibbeha has died, but there is no mention of how.  Ikkemotubbe is named as his ""successor,"" the chief who ""cedes"" the land in Mississippi ""to the white men"" for land in the Oklahoma territory (200), and the Chickasaw who help the whites at one point are called ""Ikkemotubbe's young men"" (208) - but Ikkemotubbe himself does not appear in the narrative.  Yet the story of how Jefferson got its name adds a new dimension to the story of the Ikkemotubbe's family at both of its chronological ends.  After four previous appearances, Ikkemotubbe's mother is finally given a name: Mohataha.  As ""the Chickasaw matriarch,"" she almost even usurps the role the narrative originally gave to her son, for it is she who ""signs all the conveyances as her son's kingdom passed to the white people, regularizing it in law anyway"" (210).  How she acquired this legal authority is not explained, at least in the story; as scholars have noted, Faulkner's Mohataha is based on a historical Chickasaw matriarch named Hota, whose mark can still be seen on land deeds in the real Lafayette County.  And it is Mohataha's unnamed granddaughter who, as she leaves Yoknapatawpha for Oklahoma along with the tribe, marries a white man, the son of her great-uncle's friend Habersham, leaving open the possibility of a new future for the family.</p>
","Ikkemotubbe Family in A Name for the City","""A Name for the City""","",""
"19681","<a href=""/content/ikkemotubbesinold"">IkkemotubbesInOLD</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>With this story, published in 1940, a decade after ""Red Leaves,"" the Ikkemotubbe|Issetibbeha family is reconfigured to include Sam Fathers, which adds to its standing in both the distant and more recent past of Yoknapatawpha.  However, the story also creates real confusion about Sam's place in the family's generational sequence.  Ikkemotubbe-Doom is still the central figure from the past, still the ruthless plotter who becomes the chief by killing his cousin Moketubbe, who had inherited the title in the customary way.  Ikkemotubbe buys a slave in New Orleans whom he takes as a concubine; she is already pregnant when he brings her back to the plantation, where he compels her to marry ""one of the slaves which he had just inherited"" as the new chief (203).  The child this enslaved woman bears is named ""Had-Two-Fathers,"" which was the name Sam himself was given at birth in ""A Justice"" and still bears in ""The Old People"" under his anglicized name of Sam Fathers.  But while the story strongly implies that Ikkemotubbe is Sam's father, it calls Ikkemotubbe his ""grandfather,"" and says Sam has ""been a Negro for two generations"" (202) - in which case there is an earlier ""Had-Two-Fathers"" who is presumably the ""own son"" whom Ikkemotubbe sells to a white family along with his concubine and her enslaved husband, and who would then also Sam's one father (203).  Our genealogical chart includes this ""Had-Two-Fathers,"" Sr., but with no certainty that Faulkner really intended him to be there.  The most likely explanation for these confusions is that Faulkner lost track of the relationships in the course of drafting and rewriting the story.  He clears it up when he revises ""The Old People"" for publication in <em>Go Down, Moses</em> (1942): there Ikkemotubbe is Sam's father, the enslaved woman his mother, and the 'step-father' she marries the reason for Sam's name.  In a sense the confusion is a symptom of Faulkner's lack of investment in these Indians and blacks and mixed-race characters as members of a family, though his imagination repeatedly returns to the figure of Ikkemotubbe-as-Doom and Sam is one of the most memorable characters in his canon.  The Sartoris and Compson family trees show no such lapses of attention.</p>
","Ikkemotubbe Family in The Old People","""The Old People""","",""
"19692","<a href=""/content/ikkemotubbesinr"">IkkemotubbesInR</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>Boon Hogganbeck is one of the major characters in Faulkner's last novel.  According to the narrator, ""His grandmother had been the daughter of one of old Issetibbeha's Chickasaws"" (19).  According to Boon himself, at least when he's had a lot to drink, he is ""a lineal royal descendant of old Issetibbeha himself"" (19); in the short story where Boon first appears as a character - ""Lion"" (1931) - his genetic relationship to the chief is made explicit, but in <em>The Reivers</em> it's clear that Boon's Indian ancestor was not a member of the Ikkemotubbe|Issetibbeha family, and so neither is he.  Four familiar members of that family are referred to in the novel, but interestingly, the narrative attenuates the familial relationships among them.  Three of them are mentioned together in Chapter 4: ""back in the old days, in the time of our own petty Chickasaw kings, Issetibbeha and Moketubbe and the regicide-usurper who called himself Doom"" (73).  Readers of earlier texts can supply the missing connections - Issetibbeha is Moketubbe's father and Doom's uncle - but if you aren't already familiar with the family history, these ""kings"" have no clear relationship to each other.  The same thing happens with Sam Fathers.  In his brief appearance he is identified as ""half Negro and half Chickasaw Indian"" (21), with no hint of his place on Ikkemotubbe's family tree.  Our graph of what, borrowing a Faulknerian locution, we could call the novel's ""not-family"" therefore omits the customary vertical and horizontal lines that tie families together.</p>
","Ikkemotubbe Family in The Reivers","The Reivers","",""
"19677","<a href=""/content/ikkemotubbesinrl"">IkkemotubbesInRL</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>Four generations of the family are at least mentioned in this first of Faulkner's Indian stories, which foregrounds the attempt of Issetibbeha's personal slave to escape the custom that requires his death as part of the funeral ceremonies for the Man.  But the short story also recounts, briefly, how Issetibbeha's father Doom, the son of the sister of the chief and so not in the line of succession, became the chief after the ""sudden"" death of his uncle and his uncle's son (318).  It also describes in some detail Issetibbeha's anxiety about his son, Moketubbe, who covets the ""pair of slippers with red heels"" that Issetibbeha brought back with him from a trip to Europe.  The slipper is the one place where the story provides access inside the dynamic of the Indian family.  For a while his son's behavior amuses Issetibbeha, but remembering Doom's rise to power, he grows increasingly anxious at what it portends for his future.  The role Moketubbe actually plays in his father's death is not made explicit, but the evidence implies another regicide.  The role that race plays in the tale is ambiguous.  Moketubbe may have murdered his father, but the story leaves no doubt about his unfitness to be the Man.  According to Issetibbeha, his own mother (Doom's wife) has at least some ""Negro blood"" (321), and while the textual evidence is not definitive, it seems likely that Issetibbeha's own first wife (Moketubbe's mother) is black.  It should be noted, however, that our decision to represent her as ""Black"" on this graph is very much an act of interpretation.  (For more discussion about this choice, see the Note on the Text for ""Red Leaves."")</p>
","Ikkemotubbe Family in Red Leaves","""Red Leaves""","",""
"19689","<a href=""/content/ikkemotubbesinrq"">IkkemotubbesInRQ</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>When Faulkner adds the events of ""A Name for the City"" to the larger story of Yoknapatawpha he tells in the prose sections of <em>Requiem for a Nun</em>, he adds quite a bit of substance to Mohataha's role as ""the Chickasaw matriarch"" (17).  At her first mention she is still identified in a context that is defined by the men in her family: ""Ikkemotubbe's mother and old Issetibbeha's sister"" (17).  But these men are merely mentioned.  ""Grotesque and regal,"" she leaves a vivid impression on the narrative's retina in Act III, when it describes the exodus of the tribe from their ancestral lands. Having signed the final cession papers with ""her X,"" wearing a French silk dress ""and a hat crowned with the royal-colored plume of a queen,"" amid her Negro slaves and ""the young men of her body guard,"" it is she who tells the tribe to ""Turn the mules west,"" and who leads them from ""home"" (170-71).  The youngest generation of the family - her grandchildren, including the granddaughter who marries a white man - is also identified with her, not her son.  It is still the case, however, that the narrative shows no interest in her family as a family; the relationships are genealogical, but not emotional.</p>
","Ikkemotubbe Family in Requiem for a Nun","Requiem for a Nun","",""
"19690","<a href=""/content/ikkemotubbesint"">IkkemotubbesInT</a>","<a href=""/content/ikkemotubbefamily"">IkkemotubbeFamily</a>","<p>The Ikkemotubbe|Issetibbeha family is evoked twice in the novel, in Chapters 19 and 20.  In the first, Charles Mallison refers to ""the old days of Issetibbeha, the Chickasaw chief, and his sister's son Ikkemotubbe whom they called Doom"" (321).  In the second, as Gavin Stevens looks down at Yoknapatawpha from the ""ridge"" beyond Seminary Hill and back through the twilight to the history of the county, the first human presences he conjures up are ""old Issetibbeha, the wild Chickasaw king, with his Negro slaves and his sister's son called Doom who murdered his way to the throne"" (331).  This is the familiar genealogy, though we should note that the sister has been dispossed of the name Faulkner gave her in his previous novel.</p>
","Ikkemotubbe Family in The Town","The Town","",""
"19693","<a href=""/content/maccallumsinfd"">MacCallumsInFD</a>","<a href=""/content/maccallumfamily"">MacCallumFamily</a>","<p>The patriarch of the MacCallum family, Virginius, was sixteen in 1861 when the Civil War began - not too young to ""walk [from Mississippi] to Lexington, Virginia,"" where Thomas Jackson was at the time, and enlist in ""the Stonewall brigade"" (332).  Sixty years later he remains an unreconstructed Confederate and a cultural link to the Old South.  The fact that his father gave him a mule when he married his first wife establishes the family's lower class origins, but he and his six sons are friends and hunting companions with the aristocratic Sartorises, which establishes the difference between this family of yeomen and ""poor white"" Southerners like the Snopeses.  Virginius has had two wives; both are now dead.  His adult sons continue to live at the family home in the woods and hills, where they remain connected to a traditional natural world that seems outside the disruptive modern forces that are at work closer to town.  Even the youngest son, Buddy, who fought in the trenches of World War I, seems able to return from that experience without any signs of the wounds and traumas that afflict young Bayard, who seeks refuge with the family but cannot ultimately find it.   There are, however, a few subtle suggestions that this traditional world is itself endangered: the effeminacy of son Henry, the childlessness of the all the sons, and in particular the odd breeding experiment being conducted by son Jackson, who mates a fox and a hound with grotesque results.</p>
","MacCallums in Flags in the Dust","Flags in the Dust","",""
"19695","<a href=""/content/maccallumsinh"">MacCallumsInH</a>","<a href=""/content/maccallumfamily"">MacCallumFamily</a>","<p>It seems likely that the ""Anse McCallum"" who bought one of the Texas ponies in the past and the ""McCallum"" who makes the moonshine Ratliff carries with him are two different members of the family that Faulkner had spelled ""MacCallum"" in two earlier novels, but the references are so short that it's hard to know for sure.  In those texts there is no ""Anse"" in the family, but Faulkner may be thinking of the MacCallum family patriarch, Virginius.  In the short story ""The Tall Men,"" published a year after <em>The Hamlet</em> and clearly about the same MacCallum family that appears in <em>Flags in the Dust</em> (1929), Faulkner renames the family patriarch ""Old Anse.""  In <em>Flags</em> it is the partriarch's second son, Henry, who is famous throughout Yoknapatawpha for the quality of his moonshine.</p>
","McCallums in The Hamlet","The Hamlet","",""
"19697","<a href=""/content/maccallumsinid"">MacCallumsInID</a>","<a href=""/content/maccallumfamily"">MacCallumFamily</a>","<p>This novel takes place in northeastern Yoknapatawpha, the part of the county where the MacCallums <em>and</em> the McCallums live, and the narrative includes the family in its list of other families in the area:  ""Gowries and Ingrums and Workitts and McCallums"" (33) - though elsewhere the economic and social standing of MacCallum|McCallum family is considerably higher than these others'.   No McCallums directly appear, but one is mentioned by name: Buddy.  The ""German luger"" with which Vinson Gowrie is shot was brought ""home from France in 1919"" by him before the murderer acquired it (175).</p>
","McCallums in Intruder in the Dust","Intruder in the Dust","",""
"19698","<a href=""/content/maccallumsinkgb"">MacCallumsInKGB</a>","<a href=""/content/maccallumfamily"">MacCallumFamily</a>","<p>Rafe McCallum, one of the twin sons of Virginius MacCallum in <em>Flags in the Dust</em> (1929), and his twin nephews, introduced in ""The Tall Men"" (1940), are the McCallum family members who appear in this later work.  This pair of twins is merely mentioned, but Rafe plays a more consequential role in this narrative of a foiled murder plot when he willingly sells a vicious stallion to the young man who intends to use the horse as a weapon.  In <em>Flags</em> one of the ways in which Faulkner establishes the MacCallums as the embodiment of traditional Southern virtues and a kind of agrarianism is Rafe's association with horses, given emphasis by a scene in which he resists the lure of young Bayard's sports car, a powerful modern racing machine.  Here, however, Rafe's connection with horses leads toward violence and destruction instead of stability and tradition.  Rafe himself, however, is linked to the story's protagonists, not its putative villain.</p>
","McCallums in Knight's Gambit","""Knight's Gambit""","",""
"19694","<a href=""/content/maccallumsinld"">MacCallumsInLD</a>","<a href=""/content/maccallumfamily"">MacCallumFamily</a>","<p>Two MacCallums are mentioned in this novel, though only one by name.  The twin brother of Rafe is at Samson's when the Bundrens pass by.  Readers of <em>Flags in the Dust</em> know this brother is Stuart.  Samson, however, can only refer to him as Rafe's twin: ""I have known him from a boy up; know his name as well as I do my own. But be durn if I can say it” (119).  It's not clear why Faulkner brought this member of the family from their home in northeast Yoknapatawpha to this novel's Frenchman's Bend setting, but the brief reference may serve to measure the distance between the yeoman class that the MacCallums belong to and a ""poor white"" family like the Bundrens.</p>
","MacCallums in As I Lay Dying","As I Lay Dying","",""
"19700","<a href=""/content/maccallumsinm"">MacCallumsInM</a>","<a href=""/content/maccallumfamily"">MacCallumFamily</a>","<p>The story Faulkner told in ""Knight's Gambit"" is interpolated into the plot of this last novel in the Snopes trilogy.  Again Rafe McCallum sells a dangerous horse to Melisandre Harriss' son; again in the end he helps the protagonists keep the horse from becoming a murder weapon.</p>
","MacCallums in The Mansion","The Mansion","",""
"19699","<a href=""/content/maccallumsint"">MacCallumsInT</a>","<a href=""/content/maccallumfamily"">MacCallumFamily</a>","<p>Buddy McCallum and his son Anse reappear briefly in this crowded novel.  Anse is a violent young man, but the story includes a brief account of how his father teaches him to respect the rules by which a gentleman - or at least a virtuous yeoman - should fight.</p>
","McCallums in The Town","The Town","",""
"19696","<a href=""/content/maccallumsintm"">MacCallumsInTM</a>","<a href=""/content/maccallumfamily"">MacCallumFamily</a>","<p>In this story, written as the U.S. is on the verge of entering World War II, Faulkner returns to the MacCallum home in northeast Yoknapatawpha, though again this time MacCallum is spelled McCallum.  The sons of the family are now two decades older than in <em>Flags in the Dust</em> (1929) but still the embodiment of the best masculine traditions of an older South.  Their father, the patriarch who fought with Stonewall Jackson in the Civil War and built the family home, is now named ""Old Anse"" rather than Virginius; he has been dead for fifteen years.   His father is here not mentioned, but his mother is: she is identified as originally a Carter from Virginia, an origin adds some luster to the family's caste status.  Instead of the two wives the partriarch has had in <em>Flags</em>, here he was only married once - though again this woman is dead.  There is a new generation: the youngest of the sons, Buddy, has twin sons of his own  - and another dead wife.   These issue around which the story revolves concerns these new twins and the imminent war.  The story is told from the perspective of an outsider who at first generalizes about the family as shiftless country people.  With his own eyes, and some expository help from the county sheriff, he is brought to realize the virtues that make this family of men so ""tall,"" and - the story implicitly suggests - readers are shown how in times of crisis like the present, when America needs heroes, it can count on the traditional South to produce them.  Curiously, while five of the sons from <em>Flags</em> are present - Jackson, Lee, Rafe, Stuart and Buddy - there is no mention of Henry, the second son who keeps house for the family in the earlier novel  In that text Henry is described as ""womanish.""  Perhaps Faulkner wanted to eliminate any hint of effeminacy from this later version of the family.</p>
","McCallums in The Tall Men","""The Tall Men""","",""
"19788","<a href=""/content/mccaslinsinaa"">McCaslinsInAA</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>The ""Theophilus McCaslin"" in <em>Absalom!</em> is not a grandson of Ike, but an ""old man"" who attends the funeral that Judith Sutpen holds for Bon (122).  He sounds exactly like the Uncle Buck who has already appeared in two stories with the same Civil War setting, though the novel doesn't make connect this Theophilus with that Buck.</p>
","McCaslins in Absalom, Absalom!","Absalom, Absalom!","",""
"19783","<a href=""/content/mccaslinsinabh"">McCaslinsInABH</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>The first McCaslin to appear in the fictions is ""Uncle Ike McCaslin"" (69).  He appears in an appropriate setting - the big woods - but merely as one of the older hunters who also plays poker with the rest.  His 'title' of ""Uncle"" is unexplained; there is no mention of the family he belongs to, but his dialect (""noways,"" ""durn,"" 74)  identifies him as lower class.</p>
","McCaslins in A Bear Hunt","""A Bear Hunt""","",""
"19798","<a href=""/content/mccaslinsindel"">McCaslinsInDEL</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>This is the last story Faulkner wrote before beginning to pull eight short stories together into the novel <em>Go Down, Moses</em>.  Ike's character is firmly associated again with the wilderness and hunting.  But how far Faulkner still is from the novel's representation of the McCaslins is made clear by two things.  First, the story refers, briefly but unambiguously, to Ike's ""children"" (274) - the very first sentence of the novel notes that Ike is ""father to no one.""  Faulkner eliminated Ike's children when he revised the story for the novel.  The most important change, however, was to rewrite the story to bring together a (white) Edmonds and a (mulatto) Beauchamp member of the McCaslin genealogy, in an affair that produces the youngest member of the family.  When Ike disowns this infant, he becomes an accomplice in the 20th century  iteration of the racial injustice that, in the novel, defines the McCaslin story from the family's earliest history in Yoknapatawpha.  Miscegenation and racism are already there in this story, but not as a family affair.</p>
","McCaslins in Delta Autumn","""Delta Autumn""","",""
"19787","<a href=""/content/mccaslinsinfah"">McCaslinsInFAH</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>""Uncle Ike McCaslin"" is again the only McCaslin mentioned in this story.  It is at ""McCaslin's store"" in Jefferson that Ab Snopes buys the milk separator for his wife Vynie (128).  In the character of town merchant Ike is still a long way from the role he will be best known for: the child of the plantation aristocracy who is spiritually reborn in the wilderness by the lessons he learns from a mixed-race Indian and an old bear.</p>
","McCaslins in Fool About a Horse","""Fool About a Horse""","",""
"19799","<a href=""/content/mccaslinsingdm"">McCaslinsInGDM</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>Faulkner's revision of eight short stories into the novel <em>Go Down, Moses</em>, where he brings the characters he'd created as members of different families together inside the story of the McCaslin family over a century and a half, is one of his great achievements.  For a fuller account of that process, see the ""Manuscripts Etc."" section on the novel's main page.  In brief, the process begins when in the novel's first 'chapter,' the previously unpublished ""Was,"" he gives Buck and Buddy a new brother, a slave named Tomey's Turl who is described as a ""white half-McCaslin"" (7).  It is developed in the extensive additions he makes to the previously written material about Lucas Beauchamp, who now shares a common ancestor (Carothers McCaslin) with his various Edmonds landlords.  It concludes with a revision of ""Delta Autumn,"" where the last McCaslin and the last Edmonds are brought together with one of the last members of the Beauchamp family, and Carother McCaslins'  'original sin' as a slave owner is repeated on the eve of World War II.  In the long chapter called ""The Bear,"" it is Ike McCaslin who plumbs the true darkness at the heart of the family's history.  As a sixteen-year-old he is hunting in the ledgers of the plantation that he will inherit as Old Carothers' grandson, innocently hoping to learn more about the history of ""his own flesh and blood"" (254), when he discovers the terrible truth about his heritage that results in his principled renunciation of the estate.  Like <em>Absalom, Absalom!</em>, this novel uses a family to represent the larger history of a culture.  And unlike Thomas Sutpen's poor white ancestry, the class origins of Old Carothers are the same as those of the Compsons, or the Sartorises.</p>
","McCaslins in Go Down, Moses (novel)","Go Down, Moses","",""
"19797","<a href=""/content/mccaslinsingod"">McCaslinsInGOD</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>Interestingly, this short story begins with a census taker interviewing a black convict named ""Samuel Worsham Beauchamp"" about his ancestry (256).  In the novel <em>Go Down, Moses</em>, which ends with ""Go Down, Moses"" the story, this man will turn out to be one of the two last descendants of the McCaslin family - but Faulkner still hasn't worked out the family connections.  Also interestingly, the rest of the story connects this man, through the wife of ""Luke Beauchamp"" (261), to a different white family that formerly owned slaves, the Worshams.  Mollie Beauchamp condemns Carothers Edmonds in scriptural terms - but this is Roth Edmonds, a 20th century landlord, rather than the antebellum Carothers McCaslin who in the later novel and in the ultimate census of Yoknapatawpha's characters is the ""evil and unregenerate old man,"" as his grandson will put it, who becomes founding father of both the Edmonds and the Beauchamp lines.</p>
","McCaslins in Go Down, Moses (story)","""Go Down, Moses""","",""
"19796","<a href=""/content/mccaslinsingol"">McCaslinsInGOL</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>The white landlords and black tenant farmers from ""Point of Law"" return in this story, but Faulkner is no closer to imagining a familial relationship between them, or between either family and the McCaslins.</p>
","McCaslins in Gold Is Not Always","""Gold Is Not Always""","",""
"19792","<a href=""/content/mccaslinsinh"">McCaslinsInH</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>Two McCaslins are mentioned in <em>The Hamlet</em>, both in passing, which is enough to introduce more inconsistencies into Ike's biography.  In the context of his place in other Yoknapatawpha fictions, where Ike is found in this novel - the big plantation - and where he isn't - the Jefferson store - are confusing.  When Tull says that Ab Snopes ""wintered his family in an old cottonhouse on Ike McCaslin's place"" (10), the phrasing suggests that Ike did inherit the McCaslin plantation; in <em>Go Down, Moses</em>, published two years later, Ike's principled rejection of that inheritance before he came into it is perhaps the gesture that most defines him.  And in ""Fool About a Horse,"" published four years before <em>The Hamlet</em>, the owner of the hardware store that sells the milk separator is Ike McCaslin; in this novel's retelling of that episode, the store is owned by a man named ""Cain"" (42).  Buck McCaslin - who will turn out in <em>Go Down, Moses</em> to be Ike's father - is mentioned twice in the novel, but as ""Uncle Buck"" (18, 32); there's no mention of his relationship with Ike.</p>
","McCaslins in The Hamlet","The Hamlet","",""
"19800","<a href=""/content/mccaslinsinid"">McCaslinsInID</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>This 1948 novel is the McCaslin family's first re- appearance after <em>Go Down, Moses</em> (1942).  Members from five generations and from all three of the family's branches - McCaslin, Edmonds and Beauchamp - are included in <em>Intruder in the Dust</em>, but the larger family story, as told in <em>Moses</em>, is significantly revised, a process that will continue in subsequent texts.  Old Carothers McCaslin, the long-dead patriarch of the family, is described as Carothers (Roth) Edmonds' ""great-grandfather"" (7); in <em>Moses</em> he is Roth's great-great-grandfather.  But the most striking change involves the lineage of the Beauchamps, Old Carothers' illegitimate, mixed-race descendants.   Lucas Beauchamp, the black man at the center of the novel's detective plot, is identified as the ""son of one of old of Old Carothers McCaslin's . . . slaves"" (7).  In <em>Moses</em> Lucas is Old Carother's grandson - but also his great-grandson.  His father is the product of incest, of the sexual relationship between a white slave-owner and his daughter.  Neither that daughter, Tomasina, nor her mother Eunice - the two enslaved woman with whom Old Carothers had a child - are mentioned in <em>Intruder</em>; their place on the family tree is occupied instead by the unnamed male (Tomey's Turl in <em>Moses</em>) who is Lucas' father.   In <em>Moses</em> discovering that his grandfather committed incest with a slave who was his own, owned daughter is the symbolic and human horror that leads Ike McCaslin to renounce his family inheritance.  Ike is ""still alive at ninety"" in <em>Intruder</em> (91), but this novel's one mention of him refers to him only as one of ""the hunters"" who used to hunt bear in Yoknapatawpha in ""the old days"" (90).  Like <em>Moses</em>, <em>Intruder in the Dust</em> is about the legacy of slavery, in this case the virulent doctrine of racial superiority that makes it seem certain that (white) Yoknapatawpha will lynch Lucas for having apparently killed a (white) man.  And Lucas himself remains a commanding figure, one of the most impressive African American characters in the canon.  But when Lucas says ""I am a McCaslin,"" it is a boast (19).  The novel's various associations of him with grandfathers - his own, or Chick Mallison's, also a white patriarch - imply that those old southern aristocrats are a source of pride, not moral consternation.  If Faulkner's use of the McCaslin genealogy in <em>Moses</em> to look hard and deeply into an American heart of darkness is one of the great achievements of his career, it is disappointing to note how his return to the family in <em>Intruder</em> seems to retreat from or at least palliate that revelation.</p>
","McCaslins in Intruder in the Dust","Intruder in the Dust","",""
"19786","<a href=""/content/mccaslinsinlio"">McCaslinsInLIO</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>""Uncle Ike McCaslin"" makes his second appearance here, again in the woods.  He plays a larger role in the story, and it now seems plausible that his title ""Uncle"" is a form of deference to his age and to his skill as a woodsman, as it will be in later fictions.  But the role he will come to occupy in Faulkner's imaginative world is still unformed.  In this story ""Uncle Ike"" is the grandfather of a young hunter named Theophilus McCaslin.  In those later fictions Theophilus will be the name of Ike's father, and Ike himself will largely be defined by the fact that never had a son, much less a grandson - or any children at all.</p>
","McCaslins in Lion","""Lion""","",""
